SalePrice,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
139214.952187861,2179,120,RM,64.0,4426,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,662,Unf,1,186.0,848,GasA,Ex,Y,SBrkr,848,1,1,848,1,1,1,1,1,1,Gd,3,Typ,1,Fa,Attchd,2004,RFn,2.0,420.0,TA,TA,Y,140,1,1,1,1,1,Ex,GdWo,Shed,1,2,2008,WD,Normal
169233.113601757,2180,90,RM,83.0,10126,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,Duplex,SFoyer,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,Stone,1.0,TA,Gd,PConc,Gd,TA,Gd,GLQ,1593,LwQ,162,83.0,1838,GasA,Ex,Y,SBrkr,1838,1,1,1838,2,1,2,1,2,2,TA,8,Typ,1,Gd,Attchd,1998,Unf,3.0,721.0,TA,TA,Y,160,67,1,1,1,1,Ex,GdWo,Gar2,1,7,2008,WD,Abnorml
180664.118686848,2181,20,RL,75.0,9750,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,24,Unf,1,1421.0,1445,GasA,Ex,Y,SBrkr,1445,1,1,1445,1,1,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2004,Unf,2.0,470.0,TA,TA,Y,1,35,1,1,1,1,Gd,GdWo,Gar2,1,6,2008,WD,Normal
178818.742632666,2182,20,RL,85.0,11058,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,212.0,Gd,TA,PConc,Gd,TA,No,GLQ,56,Unf,1,1508.0,1564,GasA,Ex,Y,SBrkr,1564,1,1,1564,1,1,2,1,3,1,Gd,6,Typ,1,TA,Attchd,2007,RFn,3.0,814.0,TA,TA,Y,1,24,1,1,1,1,Gd,MnPrv,Othr,1,2,2008,WD,Normal
180422.049969947,2183,20,RL,74.0,9627,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,24,Unf,1,1327.0,1351,GasA,Ex,Y,SBrkr,1361,1,1,1361,1,1,2,1,3,1,Gd,6,Typ,1,Gd,Attchd,2007,RFn,2.0,610.0,TA,TA,Y,1,50,1,1,1,1,Gd,MnWw,Gar2,1,6,2008,WD,Normal
178601.93645581,2184,20,RL,75.0,9825,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,Rec,609,Unf,1,483.0,1092,GasA,TA,Y,SBrkr,1092,1,1,1092,1,1,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,Unf,1.0,264.0,TA,TA,Y,259,1,1,1,161,1,Gd,MnPrv,Gar2,1,4,2008,COD,Abnorml
183083.159775993,2185,85,RL,64.0,12102,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,SFoyer,5,5,1976,1976,Gable,CompShg,HdBoard,Plywood,BrkFace,222.0,TA,TA,CBlock,Gd,Gd,Gd,ALQ,456,Unf,1,1.0,456,GasA,Ex,Y,SBrkr,1033,1,1,1033,1,1,1,1,3,1,TA,6,Typ,1,Po,BuiltIn,1976,RFn,2.0,504.0,Fa,TA,Y,224,1,1,1,1,1,Gd,MnPrv,Gar2,1,4,2008,WD,Family
173163.101499699,2186,20,RL,65.0,6500,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,BrkFace,84.0,TA,TA,CBlock,TA,Gd,No,BLQ,1033,Unf,1,94.0,1127,GasA,TA,Y,SBrkr,1127,1,1,1127,1,1,1,1,3,1,TA,6,Typ,1,Po,Detchd,1991,Unf,2.0,480.0,TA,TA,Y,1,1,138,1,1,1,Gd,MnWw,Shed,1,5,2008,WD,Normal
185968.161159774,2187,80,RL,62.0,9638,Pave,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,Stone,1.0,TA,TA,CBlock,TA,TA,Av,ALQ,368,Rec,120,541.0,1029,GasA,TA,Y,SBrkr,1117,1,1,1117,1,1,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1977,RFn,2.0,542.0,TA,TA,Y,292,1,1,1,1,1,Ex,MnPrv,Gar2,1,11,2008,WD,Normal
171226.050683054,2188,60,RL,72.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1976,2001,Hip,CompShg,Plywood,Plywood,BrkFace,1.0,TA,TA,CBlock,TA,TA,Av,ALQ,288,Unf,1,396.0,684,GasA,TA,Y,SBrkr,684,714,1,1398,1,1,1,1,3,1,TA,6,Typ,1,TA,Attchd,1976,Fin,2.0,440.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnPrv,Shed,1,2,2008,WD,Normal
160031.711281258,2190,90,RL,65.0,6012,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,AsbShng,Plywood,BrkFace,1.0,TA,Fa,PConc,Fa,Gd,Gd,LwQ,1,ALQ,1,1.0,1,GasA,TA,N,SBrkr,1152,1,1,1152,1,1,2,1,2,2,TA,6,Typ,1,TA,Attchd,1978,Fin,1.0,1.0,,Gd,N,1,1,1,1,1,1,Ex,GdPrv,Gar2,1,6,2008,WD,AdjLand
162775.979779394,2191,90,RL,74.0,6845,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,5,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58.0,TA,TA,Slab,Fa,Po,No,BLQ,1,BLQ,1,1.0,1,GasA,TA,N,FuseF,1152,1,1,1152,1,1,2,1,2,2,TA,6,Typ,1,TA,Attchd,1978,Fin,1.0,1.0,,Ex,N,1,1,1,1,1,1,Gd,GdWo,Shed,1,7,2008,WD,Normal
160735.445970193,2192,190,RL,56.0,6931,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,4,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,TA,TA,Av,ALQ,784,Unf,1,1.0,784,GasA,TA,N,FuseP,784,1,1,784,1,1,1,1,2,1,TA,4,Typ,1,Po,Detchd,1976,Unf,1.0,1.0,,Ex,Y,112,1,1,1,1,1,Gd,MnPrv,Gar2,1,5,2008,WD,Normal
166646.109048572,2193,50,RL,60.0,12180,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1938,2007,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,1.0,TA,TA,PConc,TA,TA,No,Unf,1,Unf,1,585.0,585,GasA,Gd,Y,FuseF,585,468,1,1053,1,1,1,1,2,1,Ex,5,Typ,1,Ex,Attchd,1976,RFn,1.0,1.0,,Po,N,42,1,1,1,1,1,Gd,GdPrv,Shed,1,1,2008,WD,Family
188384.548444549,2194,50,RL,57.0,8050,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,8,1947,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.0,TA,Gd,Slab,Ex,Po,No,Rec,1,Rec,1,1.0,1,GasA,Gd,Y,SBrkr,929,208,1,1137,1,1,1,1,4,1,TA,8,Min1,1,Fa,Detchd,1978,RFn,1.0,1.0,,Fa,Y,1,1,1,1,1,1,Ex,MnPrv,Shed,1,4,2008,WD,Normal
165830.697255197,2195,20,RL,68.0,9520,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,Stone,115.0,TA,TA,CBlock,Gd,TA,No,Rec,767,Unf,1,144.0,911,GasA,TA,Y,SBrkr,930,1,1,930,1,1,1,1,2,1,TA,5,Typ,1,Po,Attchd,1953,RFn,1.0,286.0,TA,TA,Y,134,1,1,1,1,1,Ex,MnPrv,Gar2,3000,5,2008,WD,Normal
182138.358533039,2196,80,RL,62.0,7692,Pave,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,SLvl,4,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,CBlock,Ex,TA,Av,Unf,1,Unf,1,416.0,416,GasA,Gd,Y,FuseA,1204,1,1,1204,1,1,1,1,3,1,TA,6,Typ,1,TA,Basment,1954,Unf,1.0,312.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnWw,Othr,1,11,2008,WD,Abnorml
171595.397975647,2197,30,RL,67.0,5142,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1923,2008,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,PConc,TA,TA,No,ALQ,224,Unf,1,725.0,949,GasA,TA,Y,SBrkr,949,343,1,1292,1,1,1,1,3,1,Gd,6,Typ,1,TA,Detchd,1923,Unf,1.0,205.0,TA,TA,N,1,1,183,1,1,1,Gd,GdWo,Gar2,1,6,2008,WD,Normal
160337.079183809,2198,30,RL,60.0,7290,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,8,1921,1950,Gable,CompShg,WdShing,Wd Shng,BrkFace,174.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,1228.0,1228,GasA,Ex,Y,SBrkr,1424,1,1,1424,1,1,2,1,2,1,TA,7,Typ,1,Gd,Attchd,1921,Unf,1.0,312.0,TA,TA,Y,1,1,90,1,1,1,Gd,GdWo,Othr,1,4,2008,WD,Normal
191215.088671543,2199,90,RL,64.0,7804,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2.5Unf,6,7,1930,1950,Gable,CompShg,Stucco,Stucco,BrkCmn,1.0,TA,TA,BrkTil,TA,TA,No,ALQ,281,Rec,679,1.0,960,GasA,Ex,Y,SBrkr,960,960,1,1920,2,1,2,2,4,2,TA,10,Typ,2,Gd,Detchd,1930,Unf,2.0,480.0,TA,TA,Y,248,1,121,1,1,1,Gd,GdWo,Othr,1,7,2008,WD,Abnorml
166956.093232213,2200,70,RL,66.0,8969,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,6,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,BrkCmn,1.0,TA,TA,BrkTil,TA,TA,No,BLQ,379,Unf,1,265.0,644,GasA,Ex,Y,SBrkr,672,644,1,1316,1,1,1,1,2,1,TA,6,Typ,1,Gd,Detchd,2001,Unf,1.0,369.0,TA,TA,P,1,1,1,1,192,1,Ex,MnPrv,Othr,1,7,2008,WD,Normal
186581.830878692,2201,50,RL,63.0,15564,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,6,6,1914,1995,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,1.0,TA,TA,BrkTil,Gd,TA,No,Unf,1,Unf,1,676.0,676,GasA,Ex,Y,SBrkr,676,588,1,1264,1,1,1,1,3,1,TA,6,Typ,1,TA,Detchd,1994,Unf,2.0,400.0,TA,TA,Y,424,1,1,1,1,1,Ex,MnWw,Shed,400,1,2008,WD,Normal
176450.548582099,2202,70,RL,54.0,7609,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,8,9,1925,1997,Gable,CompShg,Stucco,Stucco,BrkFace,1.0,Gd,Gd,PConc,Fa,TA,No,ALQ,406,Unf,1,392.0,798,GasA,Ex,Y,SBrkr,798,714,1,1512,1,1,2,1,3,1,Gd,7,Typ,1,Gd,Detchd,1925,Unf,1.0,180.0,TA,TA,P,85,16,41,1,1,1,Ex,GdPrv,Othr,1,6,2008,WD,Normal
193743.194909801,2203,70,RL,64.0,9650,Pave,Grvl,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,3,1923,1950,Hip,CompShg,Wd Sdng,Plywood,BrkFace,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,784.0,784,GasA,TA,Y,SBrkr,819,784,1,1603,1,1,1,1,4,1,TA,7,Typ,1,Gd,Attchd,1980,Unf,2.0,599.0,TA,TA,Y,1,217,1,1,1,1,Ex,MnPrv,Gar2,1,6,2008,WD,Normal
198882.566078408,2204,50,RL,64.0,11700,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1937,1995,Gable,CompShg,WdShing,Wd Shng,BrkFace,1.0,TA,TA,CBlock,TA,TA,No,BLQ,606,Unf,1,336.0,942,GasA,Ex,Y,SBrkr,1265,673,1,1938,1,1,2,1,4,1,Gd,7,Min2,1,Gd,Detchd,1937,Unf,1.0,240.0,TA,TA,Y,1,40,1,1,1,1,Gd,MnWw,Othr,1,7,2008,WD,Normal
176385.102235149,2205,50,RL,64.0,9260,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,884.0,884,GasA,TA,Y,FuseF,932,442,1,1374,1,1,1,1,3,1,TA,6,Typ,1,Ex,Detchd,1938,Unf,1.0,225.0,TA,TA,Y,64,1,1,1,100,1,Gd,GdPrv,Shed,1,3,2008,WD,Normal
162447.639333636,2206,20,RL,79.0,7801,Pave,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,6,5,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88.0,TA,Fa,PConc,TA,TA,No,Rec,500,Unf,1,591.0,1091,GasA,Fa,N,FuseA,1091,1,1,1091,1,1,1,1,2,1,TA,5,Typ,1,TA,Attchd,1951,Fin,1.0,344.0,TA,TA,Y,66,105,1,1,221,1,Ex,MnPrv,Othr,1,5,2008,WD,Normal
193782.555676777,2207,70,RL,100.0,9670,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,6,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40.0,TA,TA,PConc,TA,Fa,No,LwQ,210,Unf,1,398.0,608,GasA,TA,Y,SBrkr,983,890,1,1873,1,1,1,1,4,1,TA,9,Typ,2,Gd,Detchd,1935,Fin,2.0,786.0,Fa,TA,Y,1,1,207,1,1,1,Ex,MnPrv,Shed,1,6,2008,WD,Alloca
183653.890897141,2208,50,RL,70.0,12392,Pave,Grvl,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1950,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0,TA,Gd,CBlock,TA,Gd,No,GLQ,435,Unf,1,397.0,832,GasA,Ex,Y,SBrkr,1218,943,1,2161,1,1,2,1,3,1,Gd,8,Typ,2,TA,Attchd,1994,Fin,2.0,506.0,TA,TA,Y,1,96,1,1,1,1,Ex,GdPrv,Othr,1,4,2008,WD,Normal
210578.623546866,2209,20,RL,56.0,26073,Pave,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,5,1956,1956,Gable,CompShg,BrkFace,MetalSd,BrkFace,1.0,TA,TA,PConc,TA,TA,No,Rec,1116,Unf,1,782.0,1898,GasA,Ex,Y,FuseA,1898,1,1,1898,1,1,2,1,3,1,TA,7,Typ,2,TA,Attchd,1956,Unf,2.0,484.0,TA,TA,Y,1,51,224,1,1,1,Gd,MnPrv,Othr,1,4,2008,WD,Normal
158527.164107319,2210,160,RM,24.0,1879,Pave,Pave,Reg,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.0,TA,TA,CBlock,Gd,TA,No,GLQ,366,Unf,1,150.0,516,GasA,TA,Y,SBrkr,516,516,1,1032,1,1,1,1,2,1,TA,5,Typ,1,TA,Detchd,1980,Unf,2.0,462.0,TA,TA,Y,213,1,1,1,1,1,Gd,GdPrv,Shed,1,12,2008,WD,Normal
163081.025723456,2211,30,RM,50.0,7000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1926,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0,TA,Gd,BrkTil,TA,TA,No,Rec,299,GLQ,40,555.0,894,GasA,TA,Y,SBrkr,919,1,1,919,1,1,1,1,2,1,TA,5,Typ,1,Ex,Detchd,1926,Unf,1.0,195.0,TA,TA,P,1,1,116,1,1,1,Ex,MnPrv,Shed,1,7,2008,WD,Normal
174388.867432503,2212,50,RM,60.0,6000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,8,1940,2006,Gable,CompShg,VinylSd,VinylSd,Stone,1.0,TA,TA,CBlock,Fa,TA,No,Unf,1,Unf,1,720.0,720,GasA,Gd,Y,SBrkr,760,330,1,1090,1,1,1,1,3,1,TA,5,Typ,1,Ex,Detchd,1940,Unf,1.0,240.0,TA,TA,Y,1,1,1,1,1,1,Gd,GdPrv,Gar2,1,7,2008,WD,Normal
191905.870131966,2213,50,RM,58.0,8155,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,1.0,TA,TA,CBlock,Gd,TA,No,Unf,1,Unf,1,780.0,780,GasA,Gd,Y,FuseA,780,420,1,1200,1,1,1,1,4,1,TA,7,Typ,1,TA,Attchd,1976,Unf,1.0,1.0,,Ex,Y,1,1,96,1,1,1,Gd,GdWo,Shed,1,7,2008,WD,Normal
174388.867432503,2214,80,RM,75.0,6000,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,SLvl,5,5,1967,1967,Hip,CompShg,HdBoard,Plywood,BrkCmn,1.0,Fa,TA,CBlock,Gd,TA,Mn,Rec,257,Unf,1,367.0,624,GasA,Ex,Y,SBrkr,1092,564,1,1656,1,1,1,1,3,1,TA,7,Mod,1,Po,Attchd,1967,Unf,1.0,288.0,TA,TA,Y,1,180,1,1,100,1,Ex,MnPrv,Gar2,1,7,2008,WD,Normal
161642.711648983,2215,30,RM,60.0,7392,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,7,1930,1995,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1,Unf,1,520.0,520,GasA,TA,Y,FuseA,912,1,1,912,1,1,1,1,2,1,TA,5,Typ,1,TA,Detchd,1934,RFn,1.0,360.0,TA,TA,Y,1,90,1,1,1,1,Ex,MnPrv,Shed,1,5,2008,WD,Normal
186939.507215101,2216,50,RM,75.0,9000,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,WdShing,Wd Shng,BrkFace,162.0,TA,TA,CBlock,TA,TA,No,ALQ,330,Unf,1,821.0,1151,GasA,Gd,Y,FuseA,1151,804,1,1955,1,1,2,1,4,1,TA,7,Typ,1,Gd,Attchd,1958,Fin,1.0,356.0,TA,TA,Y,1,1,1,1,1,1,Ex,MnWw,Gar2,1,1,2008,WD,Normal
172482.165792649,2217,20,RM,80.0,14584,Pave,Grvl,Reg,Low,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1Story,1,5,1952,1952,Gable,CompShg,AsbShng,VinylSd,BrkFace,1.0,Fa,Po,Slab,Ex,Gd,Av,LwQ,1,Unf,1,1.0,1,Wall,Po,N,FuseA,733,1,1,733,1,1,1,1,2,1,Fa,4,Min2,1,Po,Attchd,1952,Unf,2.0,487.0,Fa,Po,N,1,1,1,1,1,1,Ex,GdPrv,Shed,1,2,2008,WD,Abnorml
159695.999763546,2218,70,C (all),60.0,5280,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,7,1895,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,1.0,TA,TA,Stone,TA,Fa,No,Unf,1,Unf,1,173.0,173,GasA,Ex,N,SBrkr,825,536,1,1361,1,1,1,1,2,1,TA,6,Typ,1,Po,Detchd,1895,Unf,1.0,185.0,Fa,TA,Y,1,123,1,1,1,1,Ex,MnWw,Gar2,1,7,2008,WD,Normal
157230.369671007,2219,50,C (all),52.0,5150,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,BrkFace,1.0,TA,TA,PConc,Fa,TA,No,Unf,1,Unf,1,356.0,356,GasA,TA,N,FuseA,671,378,1,1049,1,1,1,1,2,1,TA,5,Typ,1,Gd,Detchd,1910,Unf,1.0,195.0,Po,Fa,N,1,1,1,1,1,1,Ex,MnWw,Gar2,1,5,2008,WD,Normal
179188.089925259,2220,70,C (all),60.0,9000,Grvl,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,4,6,1920,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,1.0,TA,TA,Stone,Fa,Fa,Mn,Unf,1,Unf,1,592.0,592,GasA,Ex,Y,SBrkr,432,432,1,864,1,1,1,1,3,1,Fa,5,Min2,1,Ex,Detchd,1920,Unf,1.0,216.0,Fa,Fa,N,1,30,160,1,1,1,Gd,MnPrv,Gar2,1,6,2008,WD,Normal
157972.82120994,2221,120,RM,44.0,3843,Pave,Grvl,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476,Unf,1,120.0,1596,GasA,Ex,Y,SBrkr,1648,1,1,1648,1,1,2,1,2,1,Ex,5,Typ,1,Gd,Attchd,2007,Fin,2.0,525.0,TA,TA,Y,162,53,1,153,1,1,Gd,GdWo,Gar2,1,8,2008,New,Partial
156804.951429181,2222,120,RM,44.0,3811,Pave,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1474,Unf,1,120.0,1594,GasA,Ex,Y,SBrkr,1646,1,1,1646,1,1,2,1,2,1,Ex,5,Typ,1,Gd,Attchd,2004,Fin,2.0,482.0,TA,TA,Y,128,53,1,1,155,1,Ex,GdWo,Othr,1,7,2008,WD,Normal
211491.972463654,2223,20,RL,62.0,23730,Pave,Pave,IR2,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,1996,1997,Gable,CompShg,MetalSd,MetalSd,BrkFace,668.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,700,Unf,1,1140.0,1840,GasA,Ex,Y,SBrkr,2032,1,1,2032,1,1,3,1,3,1,Gd,7,Typ,1,Fa,Attchd,1996,Fin,3.0,786.0,TA,TA,Y,1,46,192,1,1,1,Ex,GdWo,Gar2,1,9,2008,WD,Normal
186537.246201062,2224,60,RL,62.0,11050,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,1.0,TA,TA,PConc,Gd,TA,Mn,Unf,1,Unf,1,910.0,910,GasA,Ex,Y,SBrkr,910,910,1,1820,1,1,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1996,Unf,3.0,816.0,TA,TA,Y,318,32,1,1,1,1,Ex,MnPrv,Othr,1,9,2008,WD,Normal
200468.161070551,2225,90,RL,76.0,10260,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,4,1976,1976,Gable,CompShg,Plywood,Plywood,BrkCmn,1.0,TA,TA,CBlock,Fa,Gd,Av,Rec,1,Rec,1,1.0,1,GasA,TA,Y,SBrkr,936,936,1,1872,1,1,2,2,4,2,TA,8,Typ,1,Gd,Attchd,1976,Unf,2.0,484.0,TA,TA,Y,1,1,1,1,1,1,Gd,GdWo,Shed,1,11,2008,WD,Abnorml
182241.340444154,2226,20,RL,74.0,9990,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,Stone,1.0,TA,TA,PConc,Gd,TA,No,ALQ,1383,Unf,1,297.0,1680,GasA,Gd,Y,SBrkr,1689,1,1,1689,1,1,2,1,3,1,TA,6,Typ,1,TA,Attchd,1991,Unf,2.0,432.0,TA,TA,Y,428,120,1,1,1,1,Gd,MnPrv,Shed,1,7,2008,WD,Normal
157342.225898399,2227,120,RL,42.0,4084,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,TwnhsE,1Story,7,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,893,Unf,1,384.0,1277,GasA,Gd,Y,SBrkr,1501,1,1,1501,1,1,2,1,2,1,Gd,6,Typ,1,TA,Attchd,1986,Fin,2.0,512.0,TA,TA,Y,240,1,1,1,1,1,Ex,GdWo,Gar2,1,7,2008,WD,Normal
